lls0,P_zDM0,P_n0,P_s0,N0,lls1,P_zDM1,P_n1,P_s1,N1,lls2,P_zDM2,P_n2,P_s2,N2,lls3,P_zDM3,P_n3,P_s3,N3,lls4,P_zDM4,P_n4,P_s4,N4,lls,P_zDM,P_n,P_s,p_zgDM,p_DM,p_DMgz,p_z
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
-130.85897550769306,-63.34434617513753,-2.1340611994883574,-65.38056813306716,31.712390459851047,-7.148701102273156,-5.086235178747527,-0.4462604742391281,-1.6162054492865001,1.2534621909627133,-52.74264662249739,-32.75105516482327,-1.1701305058900595,-18.82146095178406,11.906188843358402,-88.61448262739867,-60.2665645653173,-0.967307320754604,-27.380610741326766,13.724818243004329,-112.2817077509339,-73.49674415767625,-1.4192990778454893,-37.36566451541216,7.568019834513831,-391.64651361079615,-234.94494524170187,-6.137058578217639,-150.56450979087663,-43.595109853513776,-39.410218018803604,-32.54322725373758,-50.46210061857981
